Image,Classification,Damage,Whole,Front,Rear,Side,Minor,Major,Severe
frt_0036,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0037,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0038,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0039,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0040,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0041,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0042,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0043,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0044,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0045,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0046,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0047,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0048,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0049,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0050,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0051,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0052,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0053,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0054,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0055,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0056,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0057,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0058,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0059,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0060,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0061,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0062,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0063,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0064,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0065,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0066,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0067,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0068,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0069,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0070,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0071,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0072,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0073,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0074,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0075,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0076,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0077,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0078,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0079,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0080,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0081,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0082,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0083,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0084,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0085,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0086,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0087,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0088,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0089,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0090,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0091,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0092,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0093,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0094,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0095,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0096,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0097,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0098,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0099,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0100,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0101,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0102,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0103,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0104,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0105,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0106,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0107,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0108,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0109,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0110,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0111,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0112,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0113,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0114,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0115,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0116,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0117,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0118,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0119,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0120,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0121,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0122,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0123,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0124,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0125,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0126,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0127,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0128,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0129,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0130,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0131,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0132,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0133,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0134,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0135,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0136,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0137,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0138,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0139,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0140,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0141,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0142,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0143,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0144,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0145,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0146,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0147,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0148,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0149,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0150,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0151,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0152,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0153,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0154,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0155,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0156,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0157,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0158,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0159,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0160,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0161,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0162,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0163,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0164,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0165,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0166,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0167,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0168,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0169,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0170,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0171,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0172,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0173,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0174,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0175,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0176,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0177,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0178,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0179,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0180,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0181,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0182,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0183,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0184,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0185,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0186,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0187,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0188,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0189,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0190,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0191,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0192,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0193,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0194,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0195,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0196,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0197,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0198,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0199,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0200,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0201,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0202,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0203,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0204,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0205,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0206,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0207,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0208,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0209,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0210,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0211,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0212,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0213,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0214,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0215,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0216,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0217,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0218,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0219,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0220,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0221,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0222,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0223,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0224,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0225,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0226,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0227,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0228,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0229,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0230,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0231,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0232,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0233,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0234,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0235,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0236,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0237,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0238,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0239,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0240,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0241,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0242,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0243,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0244,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0245,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0246,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0247,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0248,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0249,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0250,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0251,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0252,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0253,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0254,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0255,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0256,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0257,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0258,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0259,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0260,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0261,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0262,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0263,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0264,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0265,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0266,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0267,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0268,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0269,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0270,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0271,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0272,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0273,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0274,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0275,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0276,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0277,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0278,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0279,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0280,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0281,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0282,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0283,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0284,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0285,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0286,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0287,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0288,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0289,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0290,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0291,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0292,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0293,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0294,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0295,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0296,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0297,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0298,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0299,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0300,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0301,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0302,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0303,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0304,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0305,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0306,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0307,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0308,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0309,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0310,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0311,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0312,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0313,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0314,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0315,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0316,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0317,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0318,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0319,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0320,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0321,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0322,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0323,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0324,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0325,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0326,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0327,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0328,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0329,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0330,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0331,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0332,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0333,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0334,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0335,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0336,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0337,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0338,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0339,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0340,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0341,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0342,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0343,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0344,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0345,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0346,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0347,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0348,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0349,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0350,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0351,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0352,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0353,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0354,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0355,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0356,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0357,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0358,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0359,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0360,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0361,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0362,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0363,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0364,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0365,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0366,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0367,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0368,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0369,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0370,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0371,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0372,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0373,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0374,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0375,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0376,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0377,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0378,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0379,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0380,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0381,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0382,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0383,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0384,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0385,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0386,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0387,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0388,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0389,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0390,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0391,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0392,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0393,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0394,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0395,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0396,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0397,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0398,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0399,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0400,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0401,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0402,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0403,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0404,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0405,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0406,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0407,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0408,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0409,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0410,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0411,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0412,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0413,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0414,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0415,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0416,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0417,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0418,"['Damage', 'Front']",1,0,1,0,0,0,0,0
frt_0419,"['Damage', 'Front']",1,0,1,0,0,0,0,0
mnr_0001,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0002,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0003,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0004,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0005,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0006,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0007,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0008,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0009,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0010,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0011,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0012,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0013,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0014,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0015,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0016,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0017,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0018,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0019,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0020,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0021,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0022,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0023,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0024,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
mnr_0025,"['Damage', 'Minor']",1,0,0,0,0,1,0,0
